"","armortype","ENPC","SD","Run","flexible","Delay","Scenario","group","bin","M","EE","uncert","designcost","armor2per","armor3per","LSCOOption","CRLCOOption","MESCDOption","TotalProb","Armor","LSCOOptionText","CRLCOOptionText","MESCDOptionText","TENPC"
"124",4,5.47818076008312,1.67640401194846,31,0,0,"Uncertainty",124,31,10000,0.25,1,1,0.25,0.5,0,0.2,0.8,1,"Robust","LSCO =  0","CRLCO =  0.2","MESCD =  0.8",5478.18076008312
"125",1,5.41300010912985,3.143165295595,32,0,0,"Uncertainty",125,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5413.00010912985
"126",2,5.39005480535987,2.90729660388772,32,0,0,"Uncertainty",126,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5390.05480535987
"127",3,5.70941518577843,2.46106599414736,32,0,0,"Uncertainty",127,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5709.41518577843
"128",4,5.53450939938748,1.74595532570738,32,0,0,"Uncertainty",128,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5534.50939938748
"129",1,5.55020252662074,3.20877527017092,33,0,0,"Uncertainty",129,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5550.20252662074
"130",2,5.52176039066254,2.98997757651396,33,0,0,"Uncertainty",130,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5521.76039066254
"131",3,5.81748447467753,2.5362371885385,33,0,0,"Uncertainty",131,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5817.48447467753
"132",4,5.58710267032707,1.80535151473837,33,0,0,"Uncertainty",132,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5587.10267032707
"133",1,5.70680998504464,3.28051951947779,34,0,0,"Uncertainty",133,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5706.80998504464
"134",2,5.64061603363724,3.04458489711961,34,0,0,"Uncertainty",134,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5640.61603363724
"135",3,5.91764441995983,2.60303525933572,34,0,0,"Uncertainty",135,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5917.64441995983
"136",4,5.63495249096357,1.85786141045932,34,0,0,"Uncertainty",136,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5634.95249096357
"137",1,5.85514251833155,3.33965222264472,35,0,0,"Uncertainty",137,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5855.14251833155
"138",2,5.75904796055633,3.08868553793901,35,0,0,"Uncertainty",138,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5759.04796055633
"139",3,6.02002858401254,2.67468764688446,35,0,0,"Uncertainty",139,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6020.02858401254
"140",4,5.693465343733,1.92420292742917,35,0,0,"Uncertainty",140,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5693.465343733
"141",1,6.14996080414127,3.43603029861235,36,0,0,"Uncertainty",141,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6149.96080414127
"142",2,6.02199924407015,3.20417909810677,36,0,0,"Uncertainty",142,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6021.99924407015
"143",3,6.20542805503367,2.76205208257691,36,0,0,"Uncertainty",143,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6205.42805503367
"144",4,5.78754108472302,2.01144336613133,36,0,0,"Uncertainty",144,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5787.54108472302
"145",1,5.52957544212726,3.38175659143347,37,0,0,"Uncertainty",145,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5529.57544212726
"146",2,5.48627617042241,3.11220082663875,37,0,0,"Uncertainty",146,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5486.2761704224
"147",3,5.7699686388477,2.59846601566118,37,0,0,"Uncertainty",147,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5769.9686388477
"148",4,5.57679506811725,1.85407094542256,37,0,0,"Uncertainty",148,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5576.79506811725
"149",1,5.65967940991784,3.43659126526893,38,0,0,"Uncertainty",149,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5659.67940991784
"150",2,5.61494401006641,3.17544067136361,38,0,0,"Uncertainty",150,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5614.94401006641
"151",3,5.87320177102802,2.67427993733385,38,0,0,"Uncertainty",151,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5873.20177102802
"152",4,5.63312370742161,1.91428783836195,38,0,0,"Uncertainty",152,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5633.12370742161
"153",1,5.79688182740873,3.48700636951631,39,0,0,"Uncertainty",153,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5796.88182740873
"154",2,5.74664959536908,3.24218623298186,39,0,0,"Uncertainty",154,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5746.64959536908
"155",3,5.98127105992713,2.7371558764875,39,0,0,"Uncertainty",155,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5981.27105992713
"156",4,5.68571697836119,1.96597509777403,39,0,0,"Uncertainty",156,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5685.71697836119
"157",1,5.95348928583263,3.54224669389955,40,0,0,"Uncertainty",157,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5953.48928583263
"158",2,5.86550523834378,3.28448455752143,40,0,0,"Uncertainty",158,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5865.50523834378
"159",3,6.08143100520942,2.79329604318585,40,0,0,"Uncertainty",159,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6081.43100520942
"160",4,5.7335667989977,2.01195793098178,40,0,0,"Uncertainty",160,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5733.5667989977
"161",1,6.10182181911954,3.58689166841505,41,0,0,"Uncertainty",161,41,10000,0.25,1,1,0.25,0.5,0,0.3,0.7,1,"Standard","LSCO =  0","CRLCO =  0.3","MESCD =  0.7",6101.82181911954
"162",2,5.98393716526287,3.31738549373545,41,0,0,"Uncertainty",162,41,10000,0.25,1,1,0.25,0.5,0,0.3,0.7,1,"Simple","LSCO =  0","CRLCO =  0.3","MESCD =  0.7",5983.93716526287
"163",3,6.18381516926213,2.85431648079471,41,0,0,"Uncertainty",163,41,10000,0.25,1,1,0.25,0.5,0,0.3,0.7,1,"Advanced","LSCO =  0","CRLCO =  0.3","MESCD =  0.7",6183.81516926213
"164",4,5.79207965176712,2.07058953884235,41,0,0,"Uncertainty",164,41,10000,0.25,1,1,0.25,0.5,0,0.3,0.7,1,"Robust","LSCO =  0","CRLCO =  0.3","MESCD =  0.7",5792.07965176712
"165",1,6.24101570101776,3.61734959317916,42,0,0,"Uncertainty",165,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6241.01570101776
"166",2,6.12985503257444,3.37515553863276,42,0,0,"Uncertainty",166,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6129.85503257444
"167",3,6.27531271901166,2.88952990244857,42,0,0,"Uncertainty",167,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6275.31271901166
"168",4,5.83449040117376,2.10497067183526,42,0,0,"Uncertainty",168,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5834.49040117376
"169",1,6.39664010492926,3.6569595844007,43,0,0,"Uncertainty",169,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6396.64010492926
"170",2,6.24688844877669,3.40786593285295,43,0,0,"Uncertainty",170,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6246.88844877669
"171",3,6.36921464028326,2.92598057148024,43,0,0,"Uncertainty",171,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6369.21464028326
"172",4,5.88615539275714,2.14758754507489,43,0,0,"Uncertainty",172,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5886.15539275714
"173",1,5.88594523641353,3.66179535054701,44,0,0,"Uncertainty",173,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5885.94523641353
"174",2,5.82843208266724,3.40917496106061,44,0,0,"Uncertainty",174,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5828.43208266724
"175",3,6.01312427917178,2.83955803039376,44,0,0,"Uncertainty",175,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6013.12427917178
"176",4,5.71816505206752,2.04190190822436,44,0,0,"Uncertainty",176,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5718.16505206752
"177",1,6.02314765390442,3.70077078992559,45,0,0,"Uncertainty",177,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6023.14765390442
"178",2,5.96013766796991,3.46331939906196,45,0,0,"Uncertainty",178,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5960.13766796991
"179",3,6.12119356807089,2.89362976907163,45,0,0,"Uncertainty",179,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6121.19356807089
"180",4,5.77075832300711,2.08829534793506,45,0,0,"Uncertainty",180,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5770.75832300711
"181",1,6.17975511232832,3.74341097653462,46,0,0,"Uncertainty",181,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6179.75511232832
"182",2,6.07899331094461,3.4956966257878,46,0,0,"Uncertainty",182,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6078.99331094461
"183",3,6.22135351335318,2.94203019502163,46,0,0,"Uncertainty",183,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6221.35351335318
"184",4,5.81860814364361,2.12973116873445,46,0,0,"Uncertainty",184,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5818.60814364361
"185",1,6.32808764561524,3.77680738985622,47,0,0,"Uncertainty",185,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6328.08764561524
"186",2,6.1974252378637,3.51945023264986,47,0,0,"Uncertainty",186,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6197.4252378637
"187",3,6.32373767740589,2.99524738420115,47,0,0,"Uncertainty",187,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6323.73767740589
"188",4,5.87712099641304,2.18292651153051,47,0,0,"Uncertainty",188,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5877.12099641304
"189",1,6.46728152751345,3.79746025145036,48,0,0,"Uncertainty",189,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6467.28152751346
"190",2,6.34334310517527,3.56522771454402,48,0,0,"Uncertainty",190,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6343.34310517527
"191",3,6.41523522715542,3.02459248215433,48,0,0,"Uncertainty",191,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6415.23522715542
"192",4,5.91953174581967,2.21393644668204,48,0,0,"Uncertainty",192,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5919.53174581967
"193",1,6.62290593142496,3.82601720749715,49,0,0,"Uncertainty",193,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6622.90593142496
"194",2,6.46037652137752,3.58925458673925,49,0,0,"Uncertainty",194,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6460.37652137752
"195",3,6.50913714842702,3.05513638286252,49,0,0,"Uncertainty",195,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6509.13714842702
"196",4,5.97119673740306,2.25254458887991,49,0,0,"Uncertainty",196,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5971.19673740305
"197",1,6.24207136871638,3.88972656806743,50,0,0,"Uncertainty",197,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6242.07136871638
"198",2,6.17202283467592,3.67202408140296,50,0,0,"Uncertainty",198,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6172.02283467592
"199",3,6.28850006901897,3.08551964891169,50,0,0,"Uncertainty",199,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6288.50006901897
"200",4,5.85346839267181,2.18791821085997,50,0,0,"Uncertainty",200,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5853.46839267181
"201",1,6.39867882714028,3.92158348670101,51,0,0,"Uncertainty",201,51,10000,0.25,1,1,0.25,0.5,0,0.4,0.6,1,"Standard","LSCO =  0","CRLCO =  0.4","MESCD =  0.6",6398.67882714028
"202",2,6.29087847765061,3.69576811519947,51,0,0,"Uncertainty",202,51,10000,0.25,1,1,0.25,0.5,0,0.4,0.6,1,"Simple","LSCO =  0","CRLCO =  0.4","MESCD =  0.6",6290.87847765061
"203",3,6.38866001430126,3.12559782441816,51,0,0,"Uncertainty",203,51,10000,0.25,1,1,0.25,0.5,0,0.4,0.6,1,"Advanced","LSCO =  0","CRLCO =  0.4","MESCD =  0.6",6388.66001430126
"204",4,5.90131821330832,2.22572401089549,51,0,0,"Uncertainty",204,51,10000,0.25,1,1,0.25,0.5,0,0.4,0.6,1,"Robust","LSCO =  0","CRLCO =  0.4","MESCD =  0.6",5901.31821330832
"205",1,6.54701136042719,3.94525181074934,52,0,0,"Uncertainty",205,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6547.01136042719
"206",2,6.4093104045697,3.71148811737642,52,0,0,"Uncertainty",206,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6409.3104045697
"207",3,6.49104417835397,3.17034138310402,52,0,0,"Uncertainty",207,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6491.04417835397
"208",4,5.95983106607774,2.27455061585049,52,0,0,"Uncertainty",208,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5959.83106607774
"209",1,6.84182964623691,3.97618499616494,53,0,0,"Uncertainty",209,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6841.82964623691
"210",2,6.67226168808353,3.76296698051691,53,0,0,"Uncertainty",210,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6672.26168808353
"211",3,6.6764436493751,3.21735491248177,53,0,0,"Uncertainty",211,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6676.4436493751
"212",4,6.05390680706776,2.33812016279596,53,0,0,"Uncertainty",212,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6053.90680706776
"213",1,6.61861644005453,4.08165187412018,54,0,0,"Uncertainty",213,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6618.61644005453
"214",2,6.48679722596159,3.84107746013254,54,0,0,"Uncertainty",214,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6486.79722596159
"215",3,6.55123602286358,3.2718904015536,54,0,0,"Uncertainty",215,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6551.23602286358
"216",4,5.99005319595279,2.32917159886907,54,0,0,"Uncertainty",216,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5990.05319595279
"217",1,6.76694897334144,4.0964402225049,55,0,0,"Uncertainty",217,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6766.94897334144
"218",2,6.60522915288068,3.85018277851908,55,0,0,"Uncertainty",218,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6605.22915288068
"219",3,6.65362018691629,3.30963378311796,55,0,0,"Uncertainty",219,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6653.62018691629
"220",4,6.04856604872221,2.37368661703427,55,0,0,"Uncertainty",220,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6048.56604872221
"221",1,7.06176725915116,4.11049407497323,56,0,0,"Uncertainty",221,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7061.76725915116
"222",2,6.8681804363945,3.88659740672043,56,0,0,"Uncertainty",222,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6868.1804363945
"223",3,6.83901965793742,3.34569796678116,56,0,0,"Uncertainty",223,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6839.01965793742
"224",4,6.14264178971223,2.43123759827729,56,0,0,"Uncertainty",224,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6142.64178971223
"225",1,6.99708921300262,4.25636159529942,57,0,0,"Uncertainty",225,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6997.08921300262
"226",2,6.8223661268863,3.99198588849466,57,0,0,"Uncertainty",226,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6822.3661268863
"227",3,6.80047301344871,3.41786422807024,57,0,0,"Uncertainty",227,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6800.47301344871
"228",4,6.13268587022901,2.47101594955008,57,0,0,"Uncertainty",228,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6132.68587022901
"229",1,7.13628309490084,4.25285596450711,58,0,0,"Uncertainty",229,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7136.28309490084
"230",2,6.96828399419787,4.009722150862,58,0,0,"Uncertainty",230,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6968.28399419787
"231",3,6.89197056319824,3.43091820317996,58,0,0,"Uncertainty",231,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6891.97056319824
"232",4,6.17509661963564,2.49411040143321,58,0,0,"Uncertainty",232,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6175.09661963564
"233",1,7.29190749881234,4.25396760690554,59,0,0,"Uncertainty",233,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7291.90749881234
"234",2,7.08531741040012,4.01291402791086,59,0,0,"Uncertainty",234,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7085.31741040012
"235",3,6.98587248446984,3.4449029985683,59,0,0,"Uncertainty",235,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6985.87248446984
"236",4,6.22676161121903,2.52321601817111,59,0,0,"Uncertainty",236,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6226.76161121903
"237",1,7.36195427838624,4.3485217074349,60,0,0,"Uncertainty",237,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7361.95427838624
"238",2,7.18733379454958,4.12774244076501,60,0,0,"Uncertainty",238,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7187.33379454958
"239",3,7.05757447074056,3.55274118097428,60,0,0,"Uncertainty",239,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7057.57447074056
"240",4,6.25127068252637,2.56027316466742,60,0,0,"Uncertainty",240,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6251.27068252637
"241",1,7.51757868229774,4.34152630698933,61,0,0,"Uncertainty",241,61,10000,0.25,1,1,0.25,0.5,0,0.5,0.5,1,"Standard","LSCO =  0","CRLCO =  0.5","MESCD =  0.5",7517.57868229774
"242",2,7.30436721075183,4.12463180234717,61,0,0,"Uncertainty",242,61,10000,0.25,1,1,0.25,0.5,0,0.5,0.5,1,"Simple","LSCO =  0","CRLCO =  0.5","MESCD =  0.5",7304.36721075183
"243",3,7.15147639201216,3.56188471051926,61,0,0,"Uncertainty",243,61,10000,0.25,1,1,0.25,0.5,0,0.5,0.5,1,"Advanced","LSCO =  0","CRLCO =  0.5","MESCD =  0.5",7151.47639201216
"244",4,6.30293567410975,2.58711406894138,61,0,0,"Uncertainty",244,61,10000,0.25,1,1,0.25,0.5,0,0.5,0.5,1,"Robust","LSCO =  0","CRLCO =  0.5","MESCD =  0.5",6302.93567410975
"245",1,7.74029324565989,4.44957996594926,62,0,0,"Uncertainty",245,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7740.29324565989
"246",2,7.48460837163547,4.20579088594878,62,0,0,"Uncertainty",246,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7484.60837163547
"247",3,7.31614764085548,3.64783665985032,62,0,0,"Uncertainty",247,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",7316.14764085548
"248",4,6.38419195491008,2.65776175115789,62,0,0,"Uncertainty",248,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6384.19195491008
